"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Scissors_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",21,x,PrimalItem_WeaponScissors_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Scorpion_C"",EngramLevelRequirement=22,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",22,x,PrimalItemArmor_ScorpionSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurBoots_C"",EngramLevelRequirement=23,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",23,x,PrimalItemArmor_FurBoots_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurHelmet_C"",EngramLevelRequirement=23,EngramPointsCost=14,EngramHidden=False,RemoveEngramPreReq=True)",23,x,PrimalItemArmor_FurHelmet_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurShirt_C"",EngramLevelRequirement=23,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",23,x,PrimalItemArmor_FurShirt_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurGloves_C"",EngramLevelRequirement=23,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",23,x,PrimalItemArmor_FurGloves_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurPants_C"",EngramLevelRequirement=23,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",23,x,PrimalItemArmor_FurPants_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Procop_C"",EngramLevelRequirement=23,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",23,x,PrimalItemArmor_ProcoptodonSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Crossbow_C"",EngramLevelRequirement=25,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",25,x,PrimalItem_WeaponCrossbow_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Pike_C"",EngramLevelRequirement=25,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",25,x,PrimalItem_WeaponPike_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Stego_C"",EngramLevelRequirement=26,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",26,x,PrimalItemArmor_StegoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_PachyRhino_C"",EngramLevelRequirement=27,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",27,x,PrimalItemArmor_PachyrhinoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Manta_C"",EngramLevelRequirement=28,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",28,x,PrimalItemArmor_MantaSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Galli_C"",EngramLevelRequirement=29,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",29,x,PrimalItemArmor_Gallimimus_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Iguanodon_C"",EngramLevelRequirement=30,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",30,x,PrimalItemArmor_IguanodonSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Stag_C"",EngramLevelRequirement=30,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",30,x,PrimalItemArmor_StagSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalSickle_C"",EngramLevelRequirement=30,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",30,x,PrimalItem_WeaponSickle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Sword_C"",EngramLevelRequirement=30,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",30,x,PrimalItem_WeaponSword_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Mammoth_C"",EngramLevelRequirement=31,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",31,x,PrimalItemArmor_MammothSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Diplodocus_C"",EngramLevelRequirement=32,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",32,x,PrimalItemArmor_DiplodocusSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Lance_C"",EngramLevelRequirement=32,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",32,x,PrimalItem_WeaponLance_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Deinonychus_C"",EngramLevelRequirement=32,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",32,,PrimalItemArmor_DeinonychusSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GhillieBoots_C"",EngramLevelRequirement=33,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",33,x,PrimalItemArmor_GhillieBoots_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GhillieShirt_C"",EngramLevelRequirement=33,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",33,x,PrimalItemArmor_GhillieShirt_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GhillieGloves_C"",EngramLevelRequirement=33,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",33,x,PrimalItemArmor_GhillieGloves_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GhilliePants_C"",EngramLevelRequirement=33,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",33,x,PrimalItemArmor_GhilliePants_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GhillieHelmet_C"",EngramLevelRequirement=33,EngramPointsCost=13,EngramHidden=False,RemoveEngramPreReq=True)",33,x,PrimalItemArmor_GhillieHelmet_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_TerrorBird_C"",EngramLevelRequirement=33,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",33,x,PrimalItemArmor_TerrorBirdSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Doed_C"",EngramLevelRequirement=34,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",34,x,PrimalItemArmor_DoedSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Pistol_C"",EngramLevelRequirement=34,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",34,x,PrimalItem_WeaponGun_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_SimpleRifle_C"",EngramLevelRequirement=35,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",35,x,PrimalItem_WeaponOneShotRifle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Sarco_C"",EngramLevelRequirement=35,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",35,x,PrimalItemArmor_SarcoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Ankylo_C"",EngramLevelRequirement=36,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",36,x,PrimalItemArmor_AnkyloSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChitinBoots_C"",EngramLevelRequirement=37,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",37,x,PrimalItemArmor_ChitinBoots_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChitinShirt_C"",EngramLevelRequirement=37,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",37,x,PrimalItemArmor_ChitinShirt_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChitinGloves_C"",EngramLevelRequirement=37,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",37,x,PrimalItemArmor_ChitinGloves_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChitinHelmet_C"",EngramLevelRequirement=37,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",37,x,PrimalItemArmor_ChitinHelmet_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChitinPants_C"",EngramLevelRequirement=37,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",37,x,PrimalItemArmor_ChitinPants_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Saber_C"",EngramLevelRequirement=37,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",37,x,PrimalItemArmor_SaberSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Ptero_C"",EngramLevelRequirement=38,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",38,x,PrimalItemArmor_PteroSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Kaprosuchus_C"",EngramLevelRequirement=39,EngramPointsCost=28,EngramHidden=False,RemoveEngramPreReq=True)",39,x,PrimalItemArmor_KaprosuchusSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalShield_C"",EngramLevelRequirement=39,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",39,x,PrimalItemArmor_MetalShield_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_SimpleShotgun_C"",EngramLevelRequirement=39,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",39,x,PrimalItem_WeaponShotgun_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Spider_C"",EngramLevelRequirement=40,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",40,x,PrimalItemArmor_SpiderSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Toad_C"",EngramLevelRequirement=40,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",40,x,PrimalItemArmor_ToadSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Paracer_C"",EngramLevelRequirement=41,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",41,x,PrimalItemArmor_Paracer_Saddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Chalico_C"",EngramLevelRequirement=42,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",42,x,PrimalItemArmor_ChalicoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HarpoonGun_C"",EngramLevelRequirement=43,EngramPointsCost=38,EngramHidden=False,RemoveEngramPreReq=True)",43,x,PrimalItem_WeaponHarpoon_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Pela_C"",EngramLevelRequirement=43,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",43,x,PrimalItemArmor_PelaSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Dunkle_C"",EngramLevelRequirement=44,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",44,x,PrimalItemArmor_DunkleosteusSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Archelon_ASA_C"",EngramLevelRequirement=45,EngramPointsCost=44,EngramHidden=False,RemoveEngramPreReq=True)",45,x,PrimalItem_Armor_Archelon_Saddle_ASA_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Direbear_C"",EngramLevelRequirement=45,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",45,x,PrimalItemArmor_DireBearSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Carno_C"",EngramLevelRequirement=46,EngramPointsCost=21,EngramHidden=False,RemoveEngramPreReq=True)",46,x,PrimalItemArmor_CarnoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Megalodon_C"",EngramLevelRequirement=47,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",47,x,PrimalItemArmor_MegalodonSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Baryonyx_C"",EngramLevelRequirement=49,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",49,x,PrimalItemArmor_BaryonyxSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Paracer_Platform_C"",EngramLevelRequirement=50,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",50,x,PrimalItemArmor_ParacerSaddle_Platform_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_YiLing_C"",EngramLevelRequirement=50,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",50,,PrimalItemArmor_YiLingSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Thylaco_C"",EngramLevelRequirement=51,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",51,x,PrimalItemArmor_ThylacoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Megatherium_C"",EngramLevelRequirement=52,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",52,x,PrimalItemArmor_MegatheriumSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Rhino_C"",EngramLevelRequirement=53,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",53,x,PrimalItemArmor_RhinoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Arthro_C"",EngramLevelRequirement=54,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",54,x,PrimalItemArmor_ArthroSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MachinedPistol_C"",EngramLevelRequirement=55,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",55,x,PrimalItem_WeaponMachinedPistol_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MachinedShotgun_C"",EngramLevelRequirement=55,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",55,x,PrimalItem_WeaponMachinedShotgun_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Tapejara_C"",EngramLevelRequirement=55,EngramPointsCost=21,EngramHidden=False,RemoveEngramPreReq=True)",55,x,PrimalItemArmor_TapejaraSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Xiphactinus_ASA_C"",EngramLevelRequirement=55,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",55,x,PrimalItemArmor_XiphSaddle_ASA_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalBoots_C"",EngramLevelRequirement=56,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",56,x,PrimalItemArmor_MetalBoots_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalShirt_C"",EngramLevelRequirement=56,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",56,x,PrimalItemArmor_MetalShirt_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalGloves_C"",EngramLevelRequirement=56,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",56,x,PrimalItemArmor_MetalGloves_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalHelmet_C"",EngramLevelRequirement=56,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",56,x,PrimalItemArmor_MetalHelmet_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalPants_C"",EngramLevelRequirement=56,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",56,x,PrimalItemArmor_MetalPants_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Megalosaurus_C"",EngramLevelRequirement=57,EngramPointsCost=50,EngramHidden=False,RemoveEngramPreReq=True)",57,x,PrimalItemArmor_MegalosaurusSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MachinedRifle_C"",EngramLevelRequirement=58,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",58,x,PrimalItem_WeaponRifle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Daeodon_C"",EngramLevelRequirement=59,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",59,x,PrimalItemArmor_DaeodonSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Basilosaurus_C"",EngramLevelRequirement=60,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",60,x,PrimalItemArmor_BasiloSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CeratosaurusSaddle_ASA_C"",EngramLevelRequirement=60,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",60,x,PrimalItemArmor_CeratosaurusSaddle_ASA_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Beaver_C"",EngramLevelRequirement=61,EngramPointsCost=50,EngramHidden=False,RemoveEngramPreReq=True)",61,x,PrimalItemArmor_BeaverSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Argentavis_C"",EngramLevelRequirement=62,EngramPointsCost=21,EngramHidden=False,RemoveEngramPreReq=True)",62,x,PrimalItemArmor_ArgentavisSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Sauro_C"",EngramLevelRequirement=63,EngramPointsCost=21,EngramHidden=False,RemoveEngramPreReq=True)",63,x,PrimalItemArmor_SauroSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MinersHelmet_C"",EngramLevelRequirement=63,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",63,x,PrimalItemArmor_MinersHelmet_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Plesia_C"",EngramLevelRequirement=64,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",64,x,PrimalItemArmor_PlesiaSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Allo_C"",EngramLevelRequirement=67,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",67,x,PrimalItemArmor_AlloSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Gigantoraptor_C"",EngramLevelRequirement=69,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",69,x,PrimalItemArmor_GigantoraptorSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Therizino_C"",EngramLevelRequirement=69,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",69,x,PrimalItemArmor_TherizinosaurusSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Fasola_C"",EngramLevelRequirement=70,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",70,x,PrimalItemArmor_FasolaSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Spino_C"",EngramLevelRequirement=71,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",71,x,PrimalItemArmor_SpinoSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Megalania_C"",EngramLevelRequirement=73,EngramPointsCost=65,EngramHidden=False,RemoveEngramPreReq=True)",43,x,PrimalItemArmor_MegalaniaSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Deinosuchus_ASA_C"",EngramLevelRequirement=74,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",74,x,PrimalItemArmor_Deinosuchus_Saddle_ASA_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Rex_C"",EngramLevelRequirement=74,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",74,x,PrimalItemArmor_RexSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Quetz_C"",EngramLevelRequirement=76,EngramPointsCost=44,EngramHidden=False,RemoveEngramPreReq=True)",76,x,PrimalItemArmor_QuetzSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Mosa_C"",EngramLevelRequirement=78,EngramPointsCost=60,EngramHidden=False,RemoveEngramPreReq=True)",78,x,PrimalItemArmor_MosaSaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CompoundBow_C"",EngramLevelRequirement=79,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",79,x,PrimalItem_WeaponCompoundBow_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Yuty_C"",EngramLevelRequirement=80,EngramPointsCost=50,EngramHidden=False,RemoveEngramPreReq=True)",80,x,PrimalItemArmor_YutySaddle_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ScubaBoots_Flippers_C"",EngramLevelRequirement=81,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",81,x,PrimalItemArmor_ScubaBoots_Flippers_C,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ScubaPants_C"",EngramLevelRequirement=81,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",81,x,PrimalItemArmor_ScubaPants_C,,,,
