"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HideSleepingBag_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StorageBox_Small_C"",EngramLevelRequirement=4,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ThatchCeiling_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ThatchDoor_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ThatchFloor_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ThatchWall_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Ladder_Thatch_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=True,RemoveEngramPreReq=True)",,,,,not on website,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ThatchPillar_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,not on website,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriFoundation_Thatch_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,not on website,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriCeiling_Thatch_C"",EngramLevelRequirement=4,EngramPointsCost=3,EngramHidden=True,RemoveEngramPreReq=True)",x,,,,not on website,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Phiomia_C"",EngramLevelRequirement=5,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Slingshot_C"",EngramLevelRequirement=5,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ThatchRoof_C"",EngramLevelRequirement=5,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ThatchSlopedWall_left_C"",EngramLevelRequirement=5,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriRoof_Thatch_C"",EngramLevelRequirement=5,EngramPointsCost=2,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FenceFoundation_Thatch_C"",EngramLevelRequirement=5,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,not on website,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodSign_C"",EngramLevelRequirement=5,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_BloodExtractor_C"",EngramLevelRequirement=6,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MortarAndPestle_C"",EngramLevelRequirement=6,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Railing_Thatch_C"",EngramLevelRequirement=6,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,not on website,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Narcotic_C"",EngramLevelRequirement=6,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Sparkpowder_C"",EngramLevelRequirement=6,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_SimpleBed_C"",EngramLevelRequirement=7,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Spyglass_C"",EngramLevelRequirement=7,EngramPointsCost=2,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StandingTorch_C"",EngramLevelRequirement=7,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CookingPot_C"",EngramLevelRequirement=8,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Flag_C"",EngramLevelRequirement=8,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneClub_C"",EngramLevelRequirement=8,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Bola_C"",EngramLevelRequirement=9,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,Reusables
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Paintbrush_C"",EngramLevelRequirement=9,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Para_C"",EngramLevelRequirement=9,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TrainingDummy_C"",EngramLevelRequirement=9,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Bow_C"",EngramLevelRequirement=10,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Turtle_C"",EngramLevelRequirement=10,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CropPlot_Small_C"",EngramLevelRequirement=10,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ArrowStone_C"",EngramLevelRequirement=10,EngramPointsCost=2,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Stimulant_C"",EngramLevelRequirement=11,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodCeiling_C"",EngramLevelRequirement=11,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodDoor_C"",EngramLevelRequirement=11,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriFoundation_Wood_C"",EngramLevelRequirement=11,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodFenceFoundation_C"",EngramLevelRequirement=11,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodFloor_C"",EngramLevelRequirement=11,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriCeiling_Wood_C"",EngramLevelRequirement=11,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodWall_C"",EngramLevelRequirement=11,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodCage_C"",EngramLevelRequirement=12,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodShield_C"",EngramLevelRequirement=12,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodPillar_C"",EngramLevelRequirement=12,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Ramp_Wood_C"",EngramLevelRequirement=12,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodSlopedWall_Left_C"",EngramLevelRequirement=12,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChitinPaste_C"",EngramLevelRequirement=13,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Fishbasket_C"",EngramLevelRequirement=13,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Dolphin_C"",EngramLevelRequirement=13,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wardrums_C"",EngramLevelRequirement=13,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodLadder_C"",EngramLevelRequirement=13,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodRailing_C"",EngramLevelRequirement=14,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,not on website,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriRoof_Wood_C"",EngramLevelRequirement=14,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,not on website,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodSpikeWall_C"",EngramLevelRequirement=13,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Pachy_C"",EngramLevelRequirement=14,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriCeiling_Adobe_C"",EngramLevelRequirement=15,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriFoundation_Adobe_C"",EngramLevelRequirement=15,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CompostBin_C"",EngramLevelRequirement=15,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FlareLauncher_C"",EngramLevelRequirement=15,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,Reusables
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Gunpowder_C"",EngramLevelRequirement=15,EngramPointsCost=2,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HideBoots_C"",EngramLevelRequirement=15,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HideGloves_C"",EngramLevelRequirement=15,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HideHelmet_C"",EngramLevelRequirement=15,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HidePants_C"",EngramLevelRequirement=15,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HideShirt_C"",EngramLevelRequirement=15,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_LargeWall_Wood_C"",EngramLevelRequirement=15,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Ramp_Adobe_C"",EngramLevelRequirement=16,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_BugRepel_C"",EngramLevelRequirement=16,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Gravestone_C"",EngramLevelRequirement=16,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StorageBox_Large_C"",EngramLevelRequirement=16,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_RopeLadder_C"",EngramLevelRequirement=16,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Trike_C"",EngramLevelRequirement=16,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Raft_C"",EngramLevelRequirement=16,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StonePipeIntake_C"",EngramLevelRequirement=17,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StonePipeTap_C"",EngramLevelRequirement=17,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WaterTank_C"",EngramLevelRequirement=17,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriRoof_Adobe_C"",EngramLevelRequirement=18,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FeedingTrough_C"",EngramLevelRequirement=18,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FishingRod_C"",EngramLevelRequirement=18,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CureLow_C"",EngramLevelRequirement=18,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_PreservingBin_C"",EngramLevelRequirement=18,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Raptor_C"",EngramLevelRequirement=18,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodGate_C"",EngramLevelRequirement=18,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodGateway_C"",EngramLevelRequirement=18,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_LargeWall_Adobe_C"",EngramLevelRequirement=19,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Hyaenodon_C"",EngramLevelRequirement=19,EngramPointsCost=14,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodSign_Large_C"",EngramLevelRequirement=19,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodBench_C"",EngramLevelRequirement=19,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodChair_C"",EngramLevelRequirement=19,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Furniture_WoodTable_C"",EngramLevelRequirement=19,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Equus_C"",EngramLevelRequirement=20,EngramPointsCost=22,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalHatchet_C"",EngramLevelRequirement=20,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalPick_C"",EngramLevelRequirement=20,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Forge_C"",EngramLevelRequirement=20,EngramPointsCost=21,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AnvilBench_C"",EngramLevelRequirement=20,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Maelizard_Saddle_C"",EngramLevelRequirement=21,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_PaintingCanvas_C"",EngramLevelRequirement=21,EngramPointsCost=2,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Scissors_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ArrowTranq_C"",EngramLevelRequirement=21,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WallTorch_C"",EngramLevelRequirement=21,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Parachute_C"",EngramLevelRequirement=22,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,Reusables
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Scorpion_C"",EngramLevelRequirement=22,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AlarmTrap_C"",EngramLevelRequirement=22,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TrophyWall_C"",EngramLevelRequirement=22,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurBoots_C"",EngramLevelRequirement=23,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurHelmet_C"",EngramLevelRequirement=23,EngramPointsCost=14,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurShirt_C"",EngramLevelRequirement=23,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurGloves_C"",EngramLevelRequirement=23,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FurPants_C"",EngramLevelRequirement=23,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Procop_C"",EngramLevelRequirement=23,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GasGrenade_C"",EngramLevelRequirement=24,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneCeiling_C"",EngramLevelRequirement=24,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneFloor_C"",EngramLevelRequirement=24,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneLadder_C"",EngramLevelRequirement=24,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriCeiling_Stone_C"",EngramLevelRequirement=24,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneDoor_C"",EngramLevelRequirement=24,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Ramp_Stone_C"",EngramLevelRequirement=24,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TriFoundation_Stone_C"",EngramLevelRequirement=24,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneWall_C"",EngramLevelRequirement=24,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TrophyBase_C"",EngramLevelRequirement=25,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Crossbow_C"",EngramLevelRequirement=25,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MagnifyingGlass_C"",EngramLevelRequirement=25,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Pike_C"",EngramLevelRequirement=25,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneFenceFoundation_C"",EngramLevelRequirement=25,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StonePillar_C"",EngramLevelRequirement=25,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodGate_Large_C"",EngramLevelRequirement=25,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",x,,,,,CS
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodGateway_Large_C"",EngramLevelRequirement=25,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,
